org_id,org_name,service_type,org_email,org_descr_en,state_code,org_url,org_phone_no,org_address,operation_hour,org_en,tag
471,Klinik Kesihatan Bandar Kota Bharu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-747 5770,"Jalan Hospital, 15586 Kota Bharu, Kota Bharu",,Bandar Kota Bharu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
472,Klinik Kesihatan Cabang 3 Perol,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-712 3335,"Cabang 3 Perol, 16010 Kota Bharu, Kota Bharu",,Cabang 3 Perol Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
473,Klinik Kesihatan Kedai Lalat,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-766 6733,"Bandar Kota Jembal, Kedai Lalat, 16150 Kota Bharu, Kota Bharu",,Kedai Lalat Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
474,Klinik Kesihatan Ketereh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-788 6055,"Ketereh, 16450 Kota Bharu, Kota Bharu",,Ketereh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
475,Klinik Kesihatan Kok Lanas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-788 0900,"Km 25, Jalan Kuala Krai, 16450 Kota Bharu, Kota Bharu",,Kok Lanas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
476,Klinik Kesihatan Kubang Kerian,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-766 7330,"Jalan Istana Mahkota, 16150 Kota Bharu, Kota Bharu",,Kubang Kerian Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
477,Klinik Kesihatan Lundang Paku,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.instagram.com/explore/locations/29967122/klinik-kesihatan-lundang-paku/,+609-796 4277,"Jalan Dewa Beta, 15100 Kota Bharu, Kota Bharu",Sunday-Wednesday 08:00-05:00; Thursday 08:00-03:30,Lundang Paku Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
478,Klinik Kesihatan Penambang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-744 2760,"Lot No 348-A Jalan Pantai Cahaya Bulan, Kg Penambang, 15350 Kota Bharu, Kota Bharu",,Penambang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
479,Klinik Kesihatan Pengkalan Chepa,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-771 4030,"Pengkalan Chepa, 16100 Kota Bharu, Kota Bharu",,Pengkalan Chepa Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
480,Klinik Kesihatan Peringat,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-712 7433,"Jalan Melor, 16400 Kota Bharu, Kota Bharu",,Peringat Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
481,Klinik Kesihatan Pintu Geng,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Jalan Pintu Geng, 15000 Kota Bharu, Kota Bharu",,Pintu Geng Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
482,Klinik Kesihatan Wakaf Che Yeh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-744 6333,"Jalan Pasir Mas Salor, 15100 Kota Bharu, Kota Bharu",,Wakaf Che Yeh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
483,Klinik Kesihatan Bandar Kuala Krai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-960 5667,"Jalan Pintas, 18000 Kuala Krai, Kuala Krai",,Bandar Kuala Krai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
484,Klinik Kesihatan Biak,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Biak, 18000 Kuala Krai, Kuala Krai",,Biak Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
485,Klinik Kesihatan Dabong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-960 2221,"Dadong, 18200 Kuala Krai, Kuala Krai",,Dabong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
486,Klinik Kesihatan Laloh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-966 8826,"Laloh, 18000 Kuala Krai, Kuala Krai",,Laloh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
487,Klinik Kesihatan Manik Urai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-966 5133,"Manek Urai, 18050 Kuala Krai, Kuala Krai",,Manik Urai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
488,Klinik Kesihatan Mengkebang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Mengkebang, 18000 Kuala Krai, Kuala Krai",,Mengkebang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
489,Klinik Kesihatan Pahi,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-960 9343,"Pahi, 18000 Kuala Krai, Kuala Krai",,Pahi Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
